Case_ID,Arrival_Time,Completion_Time,Duration_Minutes,Complexity,Team,Assigned_Staff,SLA_Limit_Minutes,SLA_Breached
CASE-11550,2025-12-14 08:50:02.029662,2025-12-14 12:36:29.284579,226.45,Complex,Approval_Board,Staff_4,480,0
CASE-11933,2025-12-14 09:01:43.195868,2025-12-14 09:38:37.493662,36.9,Simple,Approval_Board,Staff_2,60,0
CASE-10704,2025-12-14 09:08:17.313851,2025-12-14 12:16:54.909817,188.63,Complex,Audit_Section,Staff_22,480,0
CASE-11050,2025-12-14 09:09:59.838131,2025-12-14 10:33:43.143660,83.72,Medium,Review_Team,Staff_24,180,0
CASE-10186,2025-12-14 09:47:56.525467,2025-12-14 10:06:04.088641,18.13,Simple,Approval_Board,Staff_18,60,0
CASE-10474,2025-12-14 09:57:34.582193,2025-12-14 11:51:36.523504,114.03,Medium,Intake_Team,Staff_6,180,0
CASE-10008,2025-12-14 10:03:10.207533,2025-12-14 10:48:50.811794,45.68,Simple,Approval_Board,Staff_25,60,0
CASE-10587,2025-12-14 10:05:23.159385,2025-12-14 10:55:43.281735,50.34,Simple,Approval_Board,Staff_17,60,0
CASE-11922,2025-12-14 10:55:22.886629,2025-12-14 11:18:14.387044,22.86,Simple,Approval_Board,Staff_1,60,0
CASE-10864,2025-12-14 10:56:08.416944,2025-12-14 11:11:02.348945,14.9,Simple,Review_Team,Staff_9,60,0
CASE-10426,2025-12-14 10:56:30.909498,2025-12-14 21:17:08.550209,620.63,Critical,Approval_Board,Staff_20,1440,0
CASE-11653,2025-12-14 11:25:21.937571,2025-12-14 12:49:10.753983,83.81,Medium,Approval_Board,Staff_3,180,0
CASE-10285,2025-12-14 11:26:58.440883,2025-12-14 12:27:03.532250,60.08,Medium,Audit_Section,Staff_2,180,0
CASE-10900,2025-12-14 11:35:56.999555,2025-12-14 12:16:38.859037,40.7,Simple,Audit_Section,Staff_9,60,0
CASE-10413,2025-12-14 12:02:21.586904,2025-12-14 19:58:08.941209,475.79,Critical,Review_Team,Staff_12,1440,0
CASE-11628,2025-12-14 12:18:35.368215,2025-12-14 13:04:55.504777,46.34,Simple,Audit_Section,Staff_13,60,0
CASE-10275,2025-12-14 12:27:30.197485,2025-12-14 15:18:05.329710,170.59,Complex,Intake_Team,Staff_8,480,0
CASE-10520,2025-12-14 12:48:22.990630,2025-12-14 14:46:30.477859,118.12,Medium,Audit_Section,Staff_22,180,0
CASE-10715,2025-12-14 12:55:21.887823,2025-12-14 13:33:58.563687,38.61,Simple,Review_Team,Staff_3,60,0
CASE-10241,2025-12-14 13:00:34.560852,2025-12-14 14:00:20.567724,59.77,Medium,Intake_Team,Staff_3,180,0
CASE-10582,2025-12-14 13:27:00.466073,2025-12-14 13:47:11.940907,20.19,Simple,Audit_Section,Staff_19,60,0
CASE-10134,2025-12-14 13:49:59.727917,2025-12-14 16:21:30.397195,151.51,Complex,Review_Team,Staff_12,480,0
CASE-11204,2025-12-14 14:14:10.070953,2025-12-14 15:23:13.715595,69.06,Medium,Intake_Team,Staff_12,180,0
CASE-10883,2025-12-14 14:28:22.239703,2025-12-14 15:53:03.585225,84.69,Medium,Audit_Section,Staff_16,180,0
CASE-11196,2025-12-14 14:47:12.527663,2025-12-14 18:46:05.157885,238.88,Complex,Review_Team,Staff_1,480,0
CASE-11205,2025-12-14 15:00:29.151808,2025-12-14 16:37:19.672031,96.84,Medium,Intake_Team,Staff_21,180,0
CASE-10941,2025-12-14 15:39:26.573493,2025-12-14 16:19:22.912233,39.94,Simple,Audit_Section,Staff_19,60,0
CASE-11027,2025-12-14 15:39:57.407607,2025-12-14 16:18:09.000710,38.19,Simple,Review_Team,Staff_21,60,0
CASE-11188,2025-12-14 15:42:36.929405,2025-12-14 16:22:21.297416,39.74,Medium,Review_Team,Staff_20,180,0
CASE-10671,2025-12-14 15:59:07.991286,2025-12-14 17:32:10.768046,93.05,Medium,Approval_Board,Staff_1,180,0
CASE-11482,2025-12-14 16:00:18.240203,2025-12-14 18:38:26.613811,158.14,Complex,Review_Team,Staff_22,480,0
CASE-11288,2025-12-14 16:36:32.194760,2025-12-14 17:23:47.163694,47.25,Simple,Review_Team,Staff_20,60,0
CASE-10861,2025-12-14 16:42:11.569533,2025-12-14 17:23:35.380815,41.4,Simple,Approval_Board,Staff_16,60,0
CASE-11899,2025-12-14 16:43:34.475321,2025-12-15 01:10:21.850458,506.79,Critical,Intake_Team,Staff_11,1440,0
CASE-10196,2025-12-14 17:04:24.710217,2025-12-14 17:54:34.603935,50.16,Medium,Intake_Team,Staff_13,180,0
CASE-11269,2025-12-14 17:47:11.311068,2025-12-14 21:23:51.893217,216.68,Complex,Approval_Board,Staff_13,480,0
CASE-11960,2025-12-14 18:21:59.222557,2025-12-14 19:22:43.839518,60.74,Medium,Review_Team,Staff_1,180,0
CASE-10616,2025-12-14 19:02:08.455465,2025-12-14 23:08:45.045858,246.61,Complex,Intake_Team,Staff_19,480,0
CASE-11827,2025-12-14 19:04:14.493882,2025-12-14 19:38:56.950437,34.71,Simple,Audit_Section,Staff_19,60,0
CASE-11723,2025-12-14 19:18:46.177331,2025-12-14 20:04:17.873215,45.53,Medium,Review_Team,Staff_13,180,0
CASE-10648,2025-12-14 19:35:39.849889,2025-12-14 20:31:56.267582,56.27,Medium,Audit_Section,Staff_8,180,0
CASE-10835,2025-12-14 20:01:55.614196,2025-12-14 23:40:10.743088,218.25,Complex,Intake_Team,Staff_5,480,0
CASE-11305,2025-12-14 20:17:20.483902,2025-12-14 21:36:28.582996,79.13,Medium,Approval_Board,Staff_23,180,0
CASE-11446,2025-12-14 21:17:03.097483,2025-12-14 21:49:03.010756,32.0,Simple,Review_Team,Staff_14,60,0
CASE-10902,2025-12-14 21:53:56.794970,2025-12-14 22:40:47.130819,46.84,Simple,Review_Team,Staff_10,60,0
CASE-11740,2025-12-14 22:02:19.242424,2025-12-15 00:10:23.663113,128.07,Medium,Approval_Board,Staff_6,180,0
CASE-11081,2025-12-14 22:11:01.459919,2025-12-15 00:51:06.790737,160.09,Complex,Approval_Board,Staff_15,480,0
CASE-10863,2025-12-14 22:31:47.174668,2025-12-14 23:19:40.196949,47.88,Simple,Audit_Section,Staff_12,60,0
CASE-11317,2025-12-14 22:54:09.058811,2025-12-14 23:10:55.327492,16.77,Simple,Audit_Section,Staff_18,60,0
CASE-11354,2025-12-14 23:16:39.195048,2025-12-15 00:55:40.087158,99.01,Medium,Intake_Team,Staff_25,180,0
CASE-10693,2025-12-14 23:28:49.107267,2025-12-15 04:15:01.203635,286.2,Complex,Intake_Team,Staff_17,480,0
CASE-11470,2025-12-14 23:33:07.986692,2025-12-15 00:16:14.815111,43.11,Simple,Intake_Team,Staff_22,60,0
CASE-11238,2025-12-15 00:18:24.238940,2025-12-15 00:57:09.884332,38.76,Simple,Approval_Board,Staff_7,60,0
CASE-11292,2025-12-15 00:31:33.175585,2025-12-15 01:09:01.281269,37.47,Simple,Approval_Board,Staff_17,60,0
CASE-10651,2025-12-15 01:24:10.935107,2025-12-15 02:20:07.384750,55.94,Medium,Intake_Team,Staff_2,180,0
CASE-11150,2025-12-15 01:34:49.731234,2025-12-15 02:18:49.262516,43.99,Simple,Approval_Board,Staff_15,60,0
CASE-10054,2025-12-15 01:46:39.331927,2025-12-15 03:33:32.714591,106.89,Medium,Approval_Board,Staff_21,180,0
CASE-11474,2025-12-15 02:10:05.920742,2025-12-15 02:45:59.788163,35.9,Simple,Review_Team,Staff_10,60,0
CASE-11031,2025-12-15 02:23:59.642700,2025-12-15 03:30:49.279900,66.83,Medium,Approval_Board,Staff_25,180,0
CASE-11126,2025-12-15 02:26:17.930801,2025-12-15 02:55:08.142209,28.84,Simple,Audit_Section,Staff_11,60,0
CASE-10390,2025-12-15 02:55:49.161963,2025-12-15 04:29:08.684172,93.33,Medium,Intake_Team,Staff_15,180,0
CASE-11888,2025-12-15 03:00:54.970503,2025-12-15 06:45:27.238955,224.54,Complex,Intake_Team,Staff_6,480,0
CASE-11194,2025-12-15 03:13:44.396214,2025-12-15 08:00:04.998111,286.34,Complex,Audit_Section,Staff_24,480,0
CASE-11116,2025-12-15 03:25:59.847805,2025-12-15 05:50:02.148925,144.04,Complex,Approval_Board,Staff_15,480,0
CASE-11911,2025-12-15 03:26:31.925859,2025-12-15 05:03:41.519832,97.16,Medium,Intake_Team,Staff_4,180,0
CASE-10568,2025-12-15 03:28:12.668524,2025-12-15 06:18:23.112197,170.17,Complex,Intake_Team,Staff_16,480,0
CASE-11882,2025-12-15 03:55:10.397448,2025-12-15 05:02:14.803613,67.07,Medium,Review_Team,Staff_18,180,0
CASE-10335,2025-12-15 04:34:52.814787,2025-12-15 06:02:02.897044,87.17,Medium,Review_Team,Staff_6,180,0
CASE-10392,2025-12-15 05:28:56.719719,2025-12-15 15:56:38.584604,627.7,Critical,Audit_Section,Staff_21,1440,0
CASE-10305,2025-12-15 06:01:14.610563,2025-12-15 13:31:25.995718,450.19,Critical,Intake_Team,Staff_5,1440,0
CASE-10664,2025-12-15 06:09:12.514565,2025-12-15 06:53:10.128631,43.96,Simple,Audit_Section,Staff_12,60,0
CASE-11846,2025-12-15 06:32:57.386052,2025-12-15 11:41:38.817136,308.69,Complex,Review_Team,Staff_24,480,0
CASE-10064,2025-12-15 06:49:26.648118,2025-12-15 07:57:50.505229,68.4,Medium,Approval_Board,Staff_13,180,0
CASE-11696,2025-12-15 07:01:36.452562,2025-12-15 08:41:59.793602,100.39,Medium,Approval_Board,Staff_16,180,0
CASE-10683,2025-12-15 07:03:25.144882,2025-12-15 07:20:08.462891,16.72,Simple,Approval_Board,Staff_3,60,0
CASE-10774,2025-12-15 07:13:21.406040,2025-12-15 11:14:56.277254,241.58,Complex,Review_Team,Staff_13,480,0
CASE-10071,2025-12-15 07:46:48.888538,2025-12-15 11:13:23.384638,206.57,Complex,Audit_Section,Staff_21,480,0
CASE-11564,2025-12-15 07:47:55.386649,2025-12-15 09:35:31.968953,107.61,Medium,Approval_Board,Staff_1,180,0
CASE-10832,2025-12-15 07:54:01.057983,2025-12-15 12:03:45.240244,249.74,Complex,Audit_Section,Staff_13,480,0
CASE-11829,2025-12-15 07:55:39.987674,2025-12-15 08:09:57.041951,14.28,Simple,Approval_Board,Staff_22,60,0
CASE-10133,2025-12-15 08:00:34.763079,2025-12-15 08:34:08.929593,33.57,Simple,Approval_Board,Staff_19,60,0
CASE-10595,2025-12-15 08:02:42.625359,2025-12-15 09:00:04.535969,57.37,Medium,Approval_Board,Staff_2,180,0
CASE-10491,2025-12-15 08:04:07.960086,2025-12-15 10:05:57.321101,121.82,Medium,Approval_Board,Staff_3,180,0
CASE-11221,2025-12-15 08:49:04.724755,2025-12-15 09:13:33.357335,24.48,Simple,Review_Team,Staff_5,60,0
CASE-10434,2025-12-15 09:09:55.766694,2025-12-15 12:08:07.824289,178.2,Complex,Intake_Team,Staff_3,480,0
CASE-10231,2025-12-15 09:14:33.268360,2025-12-15 09:57:02.160019,42.48,Simple,Intake_Team,Staff_6,60,0
CASE-10376,2025-12-15 09:15:37.081558,2025-12-15 17:42:16.721938,506.66,Critical,Audit_Section,Staff_8,1440,0
CASE-10924,2025-12-15 09:39:26.965935,2025-12-15 17:20:32.314014,461.09,Critical,Audit_Section,Staff_12,1440,0
CASE-10329,2025-12-15 10:18:00.006054,2025-12-15 14:47:21.469734,269.36,Critical,Intake_Team,Staff_11,1440,0
CASE-10380,2025-12-15 10:44:41.119487,2025-12-15 18:03:34.646691,438.89,Critical,Review_Team,Staff_19,1440,0
CASE-11970,2025-12-15 10:56:18.131357,2025-12-15 11:42:19.282713,46.02,Simple,Approval_Board,Staff_19,60,0
CASE-10725,2025-12-15 11:10:51.998110,2025-12-15 13:50:41.784594,159.83,Complex,Audit_Section,Staff_20,480,0
CASE-10893,2025-12-15 11:23:08.796838,2025-12-15 13:50:11.890565,147.05,Medium,Audit_Section,Staff_24,180,0
CASE-10323,2025-12-15 12:00:50.509019,2025-12-15 12:17:52.215602,17.03,Simple,Review_Team,Staff_3,60,0
CASE-11950,2025-12-15 12:27:17.124849,2025-12-15 13:15:57.069497,48.67,Simple,Review_Team,Staff_4,60,0
CASE-10251,2025-12-15 12:33:02.056977,2025-12-15 13:26:31.327583,53.49,Medium,Intake_Team,Staff_25,180,0
CASE-11907,2025-12-15 12:56:59.531760,2025-12-15 13:30:48.224346,33.81,Simple,Audit_Section,Staff_14,60,0
CASE-11206,2025-12-15 12:57:23.205027,2025-12-15 14:54:11.311876,116.8,Medium,Audit_Section,Staff_21,180,0
CASE-11302,2025-12-15 13:00:44.248457,2025-12-15 18:01:13.512369,300.49,Complex,Review_Team,Staff_7,480,0
CASE-10104,2025-12-15 13:05:00.563272,2025-12-15 21:02:36.860009,477.6,Critical,Review_Team,Staff_10,1440,0
CASE-10017,2025-12-15 13:21:09.406049,2025-12-15 22:15:08.767887,533.99,Critical,Intake_Team,Staff_3,1440,0
CASE-11294,2025-12-15 13:41:29.436288,2025-12-15 15:31:04.577619,109.59,Medium,Approval_Board,Staff_16,180,0
CASE-10555,2025-12-15 14:04:42.752250,2025-12-15 14:32:11.643329,27.48,Simple,Review_Team,Staff_18,60,0
CASE-11656,2025-12-15 14:26:54.495700,2025-12-15 15:47:07.386956,80.21,Medium,Review_Team,Staff_8,180,0
CASE-11982,2025-12-15 14:31:27.866527,2025-12-15 15:30:32.354060,59.07,Medium,Approval_Board,Staff_2,180,0
CASE-10853,2025-12-15 14:47:57.958129,2025-12-15 15:24:49.553600,36.86,Simple,Audit_Section,Staff_9,60,0
CASE-10115,2025-12-15 15:09:16.200147,2025-12-15 16:29:52.383748,80.6,Medium,Review_Team,Staff_12,180,0
CASE-11137,2025-12-15 16:45:31.065164,2025-12-15 17:27:51.435129,42.34,Simple,Audit_Section,Staff_12,60,0
CASE-10259,2025-12-15 17:08:53.214682,2025-12-15 17:51:50.875736,42.96,Simple,Audit_Section,Staff_21,60,0
CASE-10608,2025-12-15 17:33:23.630837,2025-12-15 18:34:26.844189,61.05,Medium,Intake_Team,Staff_3,180,0
CASE-10851,2025-12-15 18:17:18.299407,2025-12-16 00:14:13.963611,356.93,Complex,Audit_Section,Staff_1,480,0
CASE-11265,2025-12-15 18:22:13.950677,2025-12-15 19:56:31.182075,94.29,Medium,Intake_Team,Staff_14,180,0
CASE-10981,2025-12-15 18:28:14.182419,2025-12-15 19:52:03.865225,83.83,Medium,Approval_Board,Staff_12,180,0
CASE-11012,2025-12-15 18:45:29.095325,2025-12-15 19:04:14.612941,18.76,Simple,Intake_Team,Staff_18,60,0
CASE-11064,2025-12-15 19:03:21.260182,2025-12-15 20:08:33.710361,65.21,Medium,Approval_Board,Staff_12,180,0
CASE-10625,2025-12-15 19:09:04.934256,2025-12-15 19:25:03.819171,15.98,Simple,Audit_Section,Staff_11,60,0
CASE-10094,2025-12-15 20:16:27.018736,2025-12-15 21:00:12.647729,43.76,Simple,Review_Team,Staff_1,60,0
CASE-10613,2025-12-15 20:21:35.474764,2025-12-15 22:42:38.506524,141.05,Medium,Review_Team,Staff_6,180,0
CASE-10894,2025-12-15 20:27:43.698933,2025-12-15 20:48:28.303255,20.74,Simple,Intake_Team,Staff_6,60,0
CASE-11832,2025-12-15 21:30:00.322490,2025-12-15 21:54:41.270506,24.68,Simple,Review_Team,Staff_23,60,0
CASE-11671,2025-12-15 21:56:37.331827,2025-12-16 06:40:05.395596,523.47,Critical,Review_Team,Staff_7,1440,0
CASE-11812,2025-12-15 22:15:48.941245,2025-12-15 23:49:35.111299,93.77,Medium,Approval_Board,Staff_6,180,0
CASE-10038,2025-12-16 00:10:30.939973,2025-12-16 00:52:21.912261,41.85,Simple,Intake_Team,Staff_6,60,0
CASE-11128,2025-12-16 00:24:59.037872,2025-12-16 01:01:05.864183,36.11,Simple,Approval_Board,Staff_5,60,0
CASE-11026,2025-12-16 00:39:23.971241,2025-12-16 01:14:49.893210,35.43,Simple,Audit_Section,Staff_20,60,0
CASE-11061,2025-12-16 00:59:45.370358,2025-12-16 01:34:24.671134,34.66,Simple,Approval_Board,Staff_19,60,0
CASE-10649,2025-12-16 01:55:17.148018,2025-12-16 02:34:02.506445,38.76,Simple,Intake_Team,Staff_23,60,0
CASE-11475,2025-12-16 02:19:28.359271,2025-12-16 07:15:34.582127,296.1,Critical,Intake_Team,Staff_8,1440,0
CASE-11416,2025-12-16 04:22:55.786844,2025-12-16 06:44:20.252551,141.41,Complex,Approval_Board,Staff_5,480,0
CASE-10458,2025-12-16 06:10:08.445944,2025-12-16 07:04:40.102910,54.53,Medium,Intake_Team,Staff_25,180,0
CASE-10542,2025-12-16 06:12:09.545432,2025-12-16 07:51:01.913577,98.87,Medium,Approval_Board,Staff_22,180,0
CASE-11191,2025-12-16 06:18:29.969915,2025-12-16 07:22:30.760508,64.01,Medium,Approval_Board,Staff_6,180,0
CASE-11750,2025-12-16 06:58:50.218817,2025-12-16 07:55:53.639265,57.06,Medium,Review_Team,Staff_20,180,0
CASE-11936,2025-12-16 07:40:29.543460,2025-12-16 14:40:58.965506,420.49,Critical,Approval_Board,Staff_24,1440,0
CASE-10636,2025-12-16 08:03:24.284002,2025-12-16 08:38:01.790912,34.63,Simple,Audit_Section,Staff_10,60,0
CASE-11259,2025-12-16 08:21:20.926759,2025-12-16 15:31:47.619414,430.44,Critical,Intake_Team,Staff_23,1440,0
CASE-10817,2025-12-16 08:35:31.574920,2025-12-16 09:09:49.313728,34.3,Simple,Approval_Board,Staff_14,60,0
CASE-10421,2025-12-16 08:48:39.916221,2025-12-16 10:42:40.607631,114.01,Medium,Approval_Board,Staff_4,180,0
CASE-11731,2025-12-16 09:25:54.472572,2025-12-16 09:50:21.432044,24.45,Simple,Audit_Section,Staff_19,60,0
CASE-11930,2025-12-16 09:31:52.347990,2025-12-16 09:56:05.886795,24.23,Simple,Review_Team,Staff_22,60,0
CASE-11451,2025-12-16 09:55:30.903536,2025-12-16 12:29:22.890944,153.87,Complex,Approval_Board,Staff_19,480,0
CASE-11171,2025-12-16 10:00:20.419628,2025-12-16 13:33:44.418590,213.4,Complex,Approval_Board,Staff_6,480,0
CASE-10147,2025-12-16 10:17:07.944712,2025-12-16 11:56:22.804529,99.25,Medium,Review_Team,Staff_3,180,0
CASE-11646,2025-12-16 10:17:13.365358,2025-12-16 10:42:17.270975,25.07,Simple,Review_Team,Staff_7,60,0
CASE-11684,2025-12-16 10:43:18.293580,2025-12-16 11:11:18.289252,28.0,Simple,Approval_Board,Staff_20,60,0
CASE-11794,2025-12-16 10:59:02.698604,2025-12-16 12:27:37.880473,88.59,Medium,Approval_Board,Staff_6,180,0
CASE-11627,2025-12-16 12:02:28.457742,2025-12-16 12:29:13.132211,26.74,Simple,Approval_Board,Staff_3,60,0
CASE-11525,2025-12-16 12:48:42.473865,2025-12-16 14:50:17.479321,121.58,Medium,Approval_Board,Staff_8,180,0
CASE-11572,2025-12-16 13:19:08.590182,2025-12-16 16:21:52.560817,182.73,Complex,Approval_Board,Staff_17,480,0
CASE-10912,2025-12-16 13:53:16.451339,2025-12-16 14:22:06.832177,28.84,Simple,Approval_Board,Staff_23,60,0
CASE-11234,2025-12-16 14:46:07.811954,2025-12-16 15:27:03.315987,40.93,Simple,Audit_Section,Staff_12,60,0
CASE-11213,2025-12-16 15:34:52.967017,2025-12-16 17:12:26.047669,97.55,Medium,Review_Team,Staff_20,180,0
CASE-10021,2025-12-16 16:09:28.015022,2025-12-16 16:45:09.632220,35.69,Simple,Intake_Team,Staff_12,60,0
CASE-10063,2025-12-16 16:15:13.520902,2025-12-16 16:39:50.422516,24.62,Simple,Review_Team,Staff_19,60,0
CASE-11072,2025-12-16 16:36:51.315913,2025-12-16 17:09:32.764701,32.69,Simple,Audit_Section,Staff_10,60,0
CASE-10593,2025-12-16 16:43:16.084110,2025-12-16 17:08:26.689011,25.18,Simple,Audit_Section,Staff_2,60,0
CASE-11253,2025-12-16 16:44:31.943583,2025-12-16 17:28:46.015728,44.23,Simple,Intake_Team,Staff_24,60,0
CASE-11997,2025-12-16 17:02:03.924530,2025-12-16 17:48:04.673813,46.01,Simple,Intake_Team,Staff_25,60,0
CASE-10767,2025-12-16 17:08:27.124868,2025-12-16 17:50:18.027158,41.85,Simple,Audit_Section,Staff_1,60,0
CASE-10244,2025-12-16 18:43:19.242947,2025-12-16 20:48:06.134701,124.78,Medium,Audit_Section,Staff_7,180,0
CASE-10735,2025-12-16 18:45:05.722094,2025-12-17 03:49:55.945575,544.84,Critical,Approval_Board,Staff_6,1440,0
CASE-10200,2025-12-16 18:54:41.041237,2025-12-16 20:51:45.084695,117.07,Medium,Intake_Team,Staff_14,180,0
CASE-10158,2025-12-16 19:24:06.364478,2025-12-16 21:37:45.077802,133.65,Medium,Intake_Team,Staff_17,180,0
CASE-10209,2025-12-16 20:59:22.456647,2025-12-16 21:35:59.682295,36.62,Simple,Audit_Section,Staff_9,60,0
CASE-10151,2025-12-16 21:16:33.939923,2025-12-17 01:21:32.083613,244.97,Complex,Intake_Team,Staff_15,480,0
CASE-10437,2025-12-16 21:42:51.370486,2025-12-17 09:03:29.995465,680.64,Critical,Review_Team,Staff_11,1440,0
CASE-11584,2025-12-16 22:20:56.190896,2025-12-16 22:56:52.736455,35.94,Simple,Approval_Board,Staff_2,60,0
CASE-10452,2025-12-16 22:21:41.285236,2025-12-16 22:59:15.509844,37.57,Simple,Audit_Section,Staff_2,60,0
CASE-11659,2025-12-16 22:25:22.772179,2025-12-16 23:27:44.458085,62.36,Medium,Audit_Section,Staff_22,180,0
CASE-11968,2025-12-16 22:47:42.867268,2025-12-17 02:07:24.035472,199.69,Complex,Intake_Team,Staff_8,480,0
CASE-11034,2025-12-16 22:59:56.446148,2025-12-16 23:13:48.017108,13.86,Simple,Intake_Team,Staff_14,60,0
CASE-10621,2025-12-16 23:27:03.266361,2025-12-17 07:30:08.352483,483.08,Critical,Review_Team,Staff_9,1440,0
CASE-11484,2025-12-16 23:35:24.376095,2025-12-17 03:05:44.315839,210.33,Complex,Audit_Section,Staff_14,480,0
CASE-10739,2025-12-17 00:01:45.671741,2025-12-17 00:20:11.020823,18.42,Simple,Review_Team,Staff_6,60,0
CASE-11469,2025-12-17 01:44:17.517036,2025-12-17 10:20:26.952349,516.16,Critical,Intake_Team,Staff_8,1440,0
CASE-11859,2025-12-17 02:04:13.958332,2025-12-17 04:01:09.943030,116.93,Complex,Intake_Team,Staff_20,480,0
CASE-11551,2025-12-17 02:31:49.646293,2025-12-17 03:53:37.330307,81.79,Medium,Intake_Team,Staff_16,180,0
CASE-10564,2025-12-17 02:51:31.483245,2025-12-17 04:35:56.903500,104.42,Medium,Approval_Board,Staff_6,180,0
CASE-11028,2025-12-17 02:53:50.804337,2025-12-17 03:51:31.145903,57.67,Medium,Audit_Section,Staff_5,180,0
CASE-11849,2025-12-17 02:56:59.526508,2025-12-17 08:56:21.702604,359.37,Critical,Review_Team,Staff_22,1440,0
CASE-11371,2025-12-17 03:19:51.173407,2025-12-17 06:12:43.223903,172.87,Complex,Approval_Board,Staff_25,480,0
CASE-11125,2025-12-17 03:20:18.667497,2025-12-17 03:51:05.266194,30.78,Simple,Audit_Section,Staff_14,60,0
CASE-11495,2025-12-17 03:22:49.198723,2025-12-17 03:47:21.832635,24.54,Simple,Intake_Team,Staff_21,60,0
CASE-11644,2025-12-17 03:26:03.512711,2025-12-17 05:40:45.393260,134.7,Complex,Review_Team,Staff_1,480,0
CASE-10454,2025-12-17 04:26:11.398910,2025-12-17 04:54:32.071049,28.34,Simple,Review_Team,Staff_11,60,0
CASE-10397,2025-12-17 04:27:03.890049,2025-12-17 04:49:07.092795,22.05,Simple,Intake_Team,Staff_6,60,0
CASE-11534,2025-12-17 04:32:41.985468,2025-12-17 08:56:55.013184,264.22,Complex,Review_Team,Staff_23,480,0
CASE-10732,2025-12-17 05:38:14.007499,2025-12-17 06:02:43.580776,24.49,Simple,Audit_Section,Staff_8,60,0
CASE-10687,2025-12-17 05:45:59.094326,2025-12-17 07:24:06.543004,98.12,Medium,Review_Team,Staff_9,180,0
CASE-11158,2025-12-17 05:47:33.187626,2025-12-17 13:37:38.862967,470.09,Critical,Audit_Section,Staff_22,1440,0
CASE-11786,2025-12-17 05:55:22.043392,2025-12-17 09:16:01.833981,200.66,Complex,Review_Team,Staff_14,480,0
CASE-11291,2025-12-17 06:09:02.250871,2025-12-17 06:27:47.876183,18.76,Simple,Review_Team,Staff_17,60,0
CASE-11799,2025-12-17 06:31:27.432242,2025-12-17 06:58:22.040574,26.91,Simple,Audit_Section,Staff_22,60,0
CASE-10535,2025-12-17 06:38:48.423318,2025-12-17 11:02:45.023242,263.94,Complex,Audit_Section,Staff_2,480,0
CASE-10984,2025-12-17 06:50:56.220291,2025-12-17 07:29:34.298302,38.63,Simple,Approval_Board,Staff_8,60,0
CASE-10189,2025-12-17 06:56:36.547418,2025-12-17 07:18:06.915941,21.51,Simple,Intake_Team,Staff_19,60,0
CASE-10947,2025-12-17 07:07:09.641865,2025-12-17 07:29:41.877601,22.54,Simple,Audit_Section,Staff_7,60,0
CASE-11076,2025-12-17 07:15:58.869328,2025-12-17 07:40:44.346386,24.76,Simple,Intake_Team,Staff_8,60,0
CASE-11297,2025-12-17 07:25:51.605657,2025-12-17 08:30:42.765998,64.85,Medium,Audit_Section,Staff_1,180,0
CASE-11011,2025-12-17 07:35:27.291239,2025-12-17 08:43:32.102899,68.08,Medium,Approval_Board,Staff_12,180,0
CASE-11246,2025-12-17 07:41:07.150846,2025-12-17 15:51:50.669425,490.73,Critical,Approval_Board,Staff_1,1440,0
CASE-10042,2025-12-17 07:51:22.104266,2025-12-17 16:17:55.169936,506.55,Critical,Approval_Board,Staff_2,1440,0
CASE-10479,2025-12-17 08:04:30.398167,2025-12-17 08:41:46.700243,37.27,Simple,Audit_Section,Staff_21,60,0
CASE-11769,2025-12-17 08:09:42.051154,2025-12-17 09:50:57.974521,101.27,Medium,Audit_Section,Staff_12,180,0
CASE-11913,2025-12-17 08:57:51.809210,2025-12-17 09:38:39.860503,40.8,Simple,Intake_Team,Staff_12,60,0
CASE-11142,2025-12-17 09:15:55.374667,2025-12-17 13:16:31.683593,240.61,Complex,Approval_Board,Staff_3,480,0
CASE-11746,2025-12-17 09:34:37.641533,2025-12-17 14:04:30.321703,269.88,Critical,Review_Team,Staff_21,1440,0
CASE-10762,2025-12-17 09:41:59.110688,2025-12-17 10:03:43.210975,21.74,Simple,Intake_Team,Staff_2,60,0
CASE-10073,2025-12-17 09:49:57.450056,2025-12-17 18:50:43.779589,540.77,Critical,Review_Team,Staff_4,1440,0
CASE-10205,2025-12-17 09:51:05.445113,2025-12-17 10:32:11.062675,41.09,Simple,Audit_Section,Staff_2,60,0
CASE-10628,2025-12-17 09:59:14.191028,2025-12-17 10:21:43.336281,22.49,Simple,Approval_Board,Staff_25,60,0
CASE-11533,2025-12-17 10:17:39.140698,2025-12-17 11:36:39.312693,79.0,Medium,Audit_Section,Staff_11,180,0
CASE-10358,2025-12-17 10:19:28.466941,2025-12-17 12:30:44.230044,131.26,Medium,Audit_Section,Staff_12,180,0
CASE-10202,2025-12-17 10:30:18.264463,2025-12-17 11:09:44.191955,39.43,Simple,Approval_Board,Staff_15,60,0
CASE-11509,2025-12-17 11:25:40.072397,2025-12-17 15:12:12.877044,226.55,Complex,Review_Team,Staff_19,480,0
CASE-10477,2025-12-17 11:36:14.284600,2025-12-17 12:01:08.397038,24.9,Simple,Audit_Section,Staff_1,60,0
CASE-10280,2025-12-17 12:19:56.666390,2025-12-17 12:39:05.985228,19.16,Simple,Review_Team,Staff_15,60,0
CASE-10002,2025-12-17 12:39:22.851345,2025-12-17 14:06:56.320179,87.56,Medium,Review_Team,Staff_6,180,0
